Rec_Session_Id,Trial_Nr,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,age,audiofile,Condition_Id,copy_of_factor1_tg1_task3_2585,copy_of_factor1_tg1_task3_75eb,ease,edu,factor1_tg1_task3,imphear,interest,L1,notes,prep,prolific,q1,q2,q3,self,test
625330,2,2,nopints_ns,1,nopints,2,"",engl310_07_nopints.wav,2,"",engl310_07_nopints,"","","","","","","","","",4,2,"","",""
625330,3,4,nopints_ns,1,nopints,2,"",engl310_24_nopints.wav,4,"",engl310_24_nopints,"","","","","","","","","",1,4,"","",""
625330,4,1,nopints_ns,1,nopints,2,"",engl310_01_nopints.wav,1,"",engl310_01_nopints,"","","","","","","","","",1,3,"","",""
625330,1,1,nopints_ns,1,questionnaire,3,32,"",1,"","",2,other,"",no,2,eng,no,3,"","","","",adv,none
625330,1,1,nopints_ns,1,congratulations,4,"","",1,"","","","","","","","","","","","","","","",""
625323,1,1,sil_ns,1,instructions,1,"","",1,"","","","","","","","","","",5d31dc6e42678e001a0bdedd,"","","","",""
625323,1,1,sil_ns,1,silence,2,"",engl310_01_sil.wav,1,engl310_01_sil,"","","","","","","","","","",1,1,"","",""
625323,2,2,sil_ns,1,silence,2,"",engl310_07_sil.wav,2,engl310_07_sil,"","","","","","","","","","",4,2,"","",""
625323,3,3,sil_ns,1,silence,2,"",engl310_13_sil.wav,3,engl310_13_sil,"","","","","","","","","","",1,4,"","",""
625323,4,4,sil_ns,1,silence,2,"",engl310_24_sil.wav,4,engl310_24_sil,"","","","","","","","","","",4,4,"","",""
625323,1,1,sil_ns,1,questionnaire,3,33,"",1,"","",3,hs,"",no,5,eng,no,4,"","","","",adv,c1
625323,1,1,sil_ns,1,congratulations,4,"","",1,"","","","","","","","","","","","","","","",""
625326,1,1,sil_ns,1,instructions,1,"","",1,"","","","","","","","","","",63337737be6252ad76e5f983,"","","","",""
625326,1,3,sil_ns,1,silence,2,"",engl310_13_sil.wav,3,engl310_13_sil,"","","","","","","","","","",1,4,"","",""
625326,2,4,sil_ns,1,silence,2,"",engl310_24_sil.wav,4,engl310_24_sil,"","","","","","","","","","",3,4,"","",""
625326,3,1,sil_ns,1,silence,2,"",engl310_01_sil.wav,1,engl310_01_sil,"","","","","","","","","","",1,1,"","",""
625326,4,2,sil_ns,1,silence,2,"",engl310_07_sil.wav,2,engl310_07_sil,"","","","","","","","","","",4,2,"","",""
625326,1,1,sil_ns,1,questionnaire,3,61,"",1,"","",2,hs,"",no,3,eng,no,2,"","","","",adv,none
625326,1,1,sil_ns,1,congratulations,4,"","",1,"","","","","","","","","","","","","","","",""
625328,1,1,original_ns,1,instructions,1,"","",1,"","","","","","","","","","",57843b986475d400015a8e45,"","","","",""
625328,1,4,original_ns,1,original,2,"",engl310_24_orig.wav,4,"","","","",engl310_24_orig,"","","","","","",2,1,"","",""
625328,2,2,original_ns,1,original,2,"",engl310_07_orig.wav,2,"","","","",engl310_07_orig,"","","","","","",4,2,"","",""
625328,3,1,original_ns,1,original,2,"",engl310_01_orig.wav,1,"","","","",engl310_01_orig,"","","","","","",2,1,"","",""
625328,4,3,original_ns,1,original,2,"",engl310_13_orig.wav,3,"","","","",engl310_13_orig,"","","","","","",1,4,"","",""
625328,1,1,original_ns,1,questionnaire,3,25,"",1,"","",2,uni,"",no,1,eng,no,2,"","","","",adv,none
625328,1,1,original_ns,1,congratulations,4,"","",1,"","","","","","","","","","","","","","","",""
625329,1,1,sil_ns,1,instructions,1,"","",1,"","","","","","","","","","",60b0f00d76201e617923f93f,"","","","",""
625329,1,4,sil_ns,1,silence,2,"",engl310_24_sil.wav,4,engl310_24_sil,"","","","","","","","","","",3,4,"","",""
625329,2,3,sil_ns,1,silence,2,"",engl310_13_sil.wav,3,engl310_13_sil,"","","","","","","","","","",4,4,"","",""
625329,3,2,sil_ns,1,silence,2,"",engl310_07_sil.wav,2,engl310_07_sil,"","","","","","","","","","",4,2,"","",""
625329,4,1,sil_ns,1,silence,2,"",engl310_01_sil.wav,1,engl310_01_sil,"","","","","","","","","","",1,1,"","",""
625329,1,1,sil_ns,1,questionnaire,3,39,"",1,"","",5,uni,"",no,1,eng,no,4,"","","","",adv,none
625329,1,1,sil_ns,1,congratulations,4,"","",1,"","","","","","","","","","","","","","","",""
625331,1,1,sil_ns,1,instructions,1,"","",1,"","","","","","","","","","",5e1f321074dfbe028c2fbb18,"","","","",""
625331,1,1,sil_ns,1,silence,2,"",engl310_01_sil.wav,1,engl310_01_sil,"","","","","","","","","","",1,3,"","",""
625331,2,2,sil_ns,1,silence,2,"",engl310_07_sil.wav,2,engl310_07_sil,"","","","","","","","","","",2,2,"","",""
625331,3,4,sil_ns,1,silence,2,"",engl310_24_sil.wav,4,engl310_24_sil,"","","","","","","","","","",3,4,"","",""
625331,4,3,sil_ns,1,silence,2,"",engl310_13_sil.wav,3,engl310_13_sil,"","","","","","","","","","",1,4,"","",""
625331,1,1,sil_ns,1,questionnaire,3,28,"",1,"","",5,uni,"",no,4,eng,no,4,"","","","",adv,none
625331,1,1,sil_ns,1,congratulations,4,"","",1,"","","","","","","","","","","","","","","",""
625318,1,1,nopints_ns,1,instructions,1,"","",1,"","","","","","","","","","",60d60ba4fd799e149121b85b,"","","","",""
625318,1,1,nopints_ns,1,nopints,2,"",engl310_01_nopints.wav,1,"",engl310_01_nopints,"","","","","","","","","",3,1,"","",""
625318,2,4,nopints_ns,1,nopints,2,"",engl310_24_nopints.wav,4,"",engl310_24_nopints,"","","","","","","","","",3,1,"","",""
625318,3,3,nopints_ns,1,nopints,2,"",engl310_13_nopints.wav,3,"",engl310_13_nopints,"","","","","","","","","",2,4,"","",""
625318,4,2,nopints_ns,1,nopints,2,"",engl310_07_nopints.wav,2,"",engl310_07_nopints,"","","","","","","","","",1,4,"","",""
625318,1,1,nopints_ns,1,questionnaire,3,35,"",1,"","",5,uni,"",no,4,eng,no,4,"","","","",adv,none
625318,1,1,nopints_ns,1,congratulations,4,"","",1,"","","","","","","","","","","","","","","",""
625332,1,1,original_ns,1,instructions,1,"","",1,"","","","","","","","","","",599a9252bbe848000179676e,"","","","",""
625332,1,2,original_ns,1,original,2,"",engl310_07_orig.wav,2,"","","","",engl310_07_orig,"","","","","","",4,2,"","",""
625332,2,3,original_ns,1,original,2,"",engl310_13_orig.wav,3,"","","","",engl310_13_orig,"","","","","","",2,4,"","",""
625332,3,4,original_ns,1,original,2,"",engl310_24_orig.wav,4,"","","","",engl310_24_orig,"","","","","","",1,1,"","",""
625332,4,1,original_ns,1,original,2,"",engl310_01_orig.wav,1,"","","","",engl310_01_orig,"","","","","","",1,3,"","",""
625332,1,1,original_ns,1,questionnaire,3,57,"",1,"","",2,uni,"",yes,2,eng,no,2,"","","","",adv,none
625332,1,1,original_ns,1,congratulations,4,"","",1,"","","","","","","","","","","","","","","",""
625333,1,1,nopints_ns,1,instructions,1,"","",1,"","","","","","","","","","",5be9425b915ffc0001fa767c,"","","","",""
625333,1,4,nopints_ns,1,nopints,2,"",engl310_24_nopints.wav,4,"",engl310_24_nopints,"","","","","","","","","",3,4,"","",""
625333,2,3,nopints_ns,1,nopints,2,"",engl310_13_nopints.wav,3,"",engl310_13_nopints,"","","","","","","","","",1,4,"","",""
625333,3,2,nopints_ns,1,nopints,2,"",engl310_07_nopints.wav,2,"",engl310_07_nopints,"","","","","","","","","",4,2,"","",""
625333,4,1,nopints_ns,1,nopints,2,"",engl310_01_nopints.wav,1,"",engl310_01_nopints,"","","","","","","","","",1,1,"","",""
625333,1,1,nopints_ns,1,questionnaire,3,31,"",1,"","",5,hs,"",no,5,eng,no,5,"","","","",adv,none
625333,1,1,nopints_ns,1,congratulations,4,"","",1,"","","","","","","","","","","","","","","",""
625335,1,1,original_ns,1,instructions,1,"","",1,"","","","","","","","","","",5eae0d848c0ee34cf273bdd7,"","","","",""
625335,1,2,original_ns,1,original,2,"",engl310_07_orig.wav,2,"","","","",engl310_07_orig,"","","","","","",4,2,"","",""
625335,2,3,original_ns,1,original,2,"",engl310_13_orig.wav,3,"","","","",engl310_13_orig,"","","","","","",2,4,"","",""
625335,3,1,original_ns,1,original,2,"",engl310_01_orig.wav,1,"","","","",engl310_01_orig,"","","","","","",1,1,"","",""
625335,4,4,original_ns,1,original,2,"",engl310_24_orig.wav,4,"","","","",engl310_24_orig,"","","","","","",4,4,"","",""
625335,1,1,original_ns,1,questionnaire,3,36,"",1,"","",1,hs,"",no,2,eng,no,1,"","","","",beg,c1
625335,1,1,original_ns,1,congratulations,4,"","",1,"","","","","","","","","","","","","","","",""
625338,1,1,nopints_ns,1,instructions,1,"","",1,"","","","","","","","","","",63667c9cb342f8b9bc19d4a4,"","","","",""
625338,1,4,nopints_ns,1,nopints,2,"",engl310_24_nopints.wav,4,"",engl310_24_nopints,"","","","","","","","","",2,4,"","",""
625338,2,1,nopints_ns,1,nopints,2,"",engl310_01_nopints.wav,1,"",engl310_01_nopints,"","","","","","","","","",1,1,"","",""
625338,3,3,nopints_ns,1,nopints,2,"",engl310_13_nopints.wav,3,"",engl310_13_nopints,"","","","","","","","","",2,4,"","",""
625338,4,2,nopints_ns,1,nopints,2,"",engl310_07_nopints.wav,2,"",engl310_07_nopints,"","","","","","","","","",3,2,"","",""
625338,1,1,nopints_ns,1,questionnaire,3,28,"",1,"","",1,uni,"",no,1,eng,no,1,"","","","",adv,none
625338,1,1,nopints_ns,1,congratulations,4,"","",1,"","","","","","","","","","","","","","","",""
625342,1,1,original_ns,1,instructions,1,"","",1,"","","","","","","","","","",5460ef52fdf99b49ea4b5906,"","","","",""
625342,1,2,original_ns,1,original,2,"",engl310_07_orig.wav,2,"","","","",engl310_07_orig,"","","","","","",4,2,"","",""
625342,2,4,original_ns,1,original,2,"",engl310_24_orig.wav,4,"","","","",engl310_24_orig,"","","","","","",3,1,"","",""
625342,3,3,original_ns,1,original,2,"",engl310_13_orig.wav,3,"","","","",engl310_13_orig,"","","","","","",1,4,"","",""
625342,4,1,original_ns,1,original,2,"",engl310_01_orig.wav,1,"","","","",engl310_01_orig,"","","","","","",1,1,"","",""
625342,1,1,original_ns,1,questionnaire,3,40,"",1,"","",2,uni,"",no,2,eng,no,1,"","","","",adv,none
625342,1,1,original_ns,1,congratulations,4,"","",1,"","","","","","","","","","","","","","","",""
625343,1,1,nopints_ns,1,instructions,1,"","",1,"","","","","","","","","","",5ec96e3609117f0a67231842,"","","","",""
625343,1,2,nopints_ns,1,nopints,2,"",engl310_07_nopints.wav,2,"",engl310_07_nopints,"","","","","","","","","",4,2,"","",""
625343,2,1,nopints_ns,1,nopints,2,"",engl310_01_nopints.wav,1,"",engl310_01_nopints,"","","","","","","","","",1,1,"","",""
625343,3,4,nopints_ns,1,nopints,2,"",engl310_24_nopints.wav,4,"",engl310_24_nopints,"","","","","","","","","",3,4,"","",""
625343,4,3,nopints_ns,1,nopints,2,"",engl310_13_nopints.wav,3,"",engl310_13_nopints,"","","","","","","","","",2,4,"","",""
625343,1,1,nopints_ns,1,questionnaire,3,51,"",1,"","",5,uni,"",no,4,eng,no,4,"","","","",adv,none
625343,1,1,nopints_ns,1,congratulations,4,"","",1,"","","","","","","","","","","","","","","",""
625358,1,1,original_ns,1,instructions,1,"","",1,"","","","","","","","","","",5b27c8498ecf3f000161a4c8`,"","","","",""
625358,1,1,original_ns,1,original,2,"",engl310_01_orig.wav,1,"","","","",engl310_01_orig,"","","","","","",1,1,"","",""
625358,2,2,original_ns,1,original,2,"",engl310_07_orig.wav,2,"","","","",engl310_07_orig,"","","","","","",4,2,"","",""
625358,3,3,original_ns,1,original,2,"",engl310_13_orig.wav,3,"","","","",engl310_13_orig,"","","","","","",3,4,"","",""
625358,4,4,original_ns,1,original,2,"",engl310_24_orig.wav,4,"","","","",engl310_24_orig,"","","","","","",2,4,"","",""
625358,1,1,original_ns,1,questionnaire,3,36,"",1,"","",2,other,"",no,3,eng,no,2,"","","","",adv,none
625358,1,1,original_ns,1,congratulations,4,"","",1,"","","","","","","","","","","","","","","",""
